movie_code,review
m/dead_and_buried," Dead and Buried isn't awful, but it's not good either."
m/dead_ant," An often insipid, mostly meandering horror/comedy hybrid that's too dumb to really recommend, but oddly endearing enough in the end to render it somewhat dopily palatable."
m/dead_awake_2017, This one-trick pony only paralyzes its victims for so long before succumbing to ghoulish paranormal norms.
m/dead_bang, Entirely standard cop fare. And Don Johson is the cop.
m/dead_calm, Edgy cinematography keeps the tension coming like waves.
m/dead_dicks," It's an uncommonly smart, engrossing and dramatically ambitious independent horror/drama."
m/dead_hooker_in_a_trunk," I think the Soska Sisters will ultimately prove to be better than this material. Not that the material isn't fun. But I note an artistic sensibility that will, with the proper financial nurturing, expand beyond the grindhouse."
m/dead_kids, This often compelling window into the boys' culture is muddied by overly slick stylization.
m/dead_man," A visual, poetic journey not unlike Coppola's Apocalypse Now."
m/dead_man_down_2013," Dead Man Down is unexpectedly good, smart and compelling even through its rougher patches"
m/dead_man_on_campus," This film is unendurable, but aside from that, it's also troubling."
m/dead_mans_burden_2013, A refreshing respite from filmmakers who believe the only low-budget option is to stay firmly ensconced in their own milieu.
m/dead_mans_shoes, The ending feels like a desperate attempt to inject some emotion into the film. And it just doesn't work.
m/dead_men_dont_wear_plaid, Mainly for the noir geeks and the Steve Martin fans -- and I'm both.
m/dead_night," While Baruh isn't strong with introductions, he's reasonably good with payoffs, generating a whirlwind of strangeness that saves the viewing experience."
m/dead_of_night_1974," Like the best genre films, Deathdream offers an interesting glimpse of the American psyche during the time it was made."
m/dead_of_winter," The movie itself is finally just an exercise in silliness -- great effort to little avail -- but the actors have fun with it, the sets work and there are one or two moments with perfect surprises."
m/dead_or_alive_final," Alternating between facetious comic parody and pulp melodrama, this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life."
m/dead_poets_society," If you've done some living, every cockle of your heart will be touched"
m/dead_pool, A fine Dirty Harry film that features one of the best car chases of all time. And keep your eyes peeled for Jim Carrey's imitation of Axl Rose.
m/dead_ringers, Watching Ringers is not unlike watching a critical operation -- unnerving but also enthralling.
m/dead_silence," For those who like the little hairs to stand at fright attention on the back of the neck while gulping popcorn down the front, though, there's a new three-foot-tall creep in town."
m/dead_snow," It's all good in the name of grue, and there are some real doozies of death scenes which are equally horrifying, complex and comical."
m/dead_snow_2_red_vs_dead, Unabashed homage to Evil Dead 2 and movies like it. Sounds pretty awesome to me.
m/dead_water, A promising menage-a-trois at sea thriller that sinks more often than it swims
m/dead_zone," On the surface, THE DEAD ZONE looks like a very good film..."
m/deadfall_2012," The experience of watching the movie is not unlike a couple hours of channel surfing. That said, you're flipping between some pretty good shows."
m/deadline_2012," Although helmer Curt Hahn champions the causes of racial justice and crusading journalism, he can't seem to find a tone that's consistent or that befits the gravity of his subject matter."
m/deadpool," Ryan Reynolds, who played a misbegotten faux-Deadpool in 2009's X-Men Origins: Wolverine, and has nobly spent the subsequent six years trying to atone by doing it right, may finally have found his defining role"
m/deadpool_2," True to form, Deadpool 2 doesn't skimp on one-liners and visual gags, many of them referencing signature moments in other movies... In a way, Deadpool 2 doesn't try to speak to the audience; it is the audience."
m/dealing_with_idiots," There's not much point in making a film about how different and dumb people are without giving the judgmental, one-man Greek chorus his own legitimate comeuppance."
m/dealt, Richard Turner's story is inspirational and makes you think about your life and shortcomings. This is the type of documentary that will make you feel alive while reminding the viewer to always live each day to the fullest.
m/dear-lemon-lima," Dear Lemon Lima is a quirky beauty of a film with its cotton-candy colors, Miranda July-esque sensibility, and its embracing of alienation as a source of creativity."
m/dear_diary," An ideal introduction to Moretti's work, this 1993 pseudo-documentary is weightier than it appears, a symbolic autobiography rather than a literal one."
m/dear_dictator_2018," A fun, breezy 90-minute sit starring actors who certainly aren't looking down on the material as they so easily could have."
m/dear_ex," The problems at the heart of Dear Ex takes moments to explain, but the film is more about the people than their problems. All of them are imperfect, biased human beings, but each contains resoundingly sympathetic and believable traits."
m/dear_frankie, Dear Frankie is a tender and touching family drama set in Glasgow.
m/dear_god," God, this thing is a total piece of junk. Even I'm embarrassed for You, and I'm an atheist."
m/dear_john," Nicholas Sparks writes the equivalent of comfort food, high-carb, low-nutrition, but sometimes it hits the spot."
m/dear_mr_watterson," Most people hold dearly to the memory of certain things they loved as kids, but those much-fingered scraps of security blanket aren't always enough to hold a documentary together."
m/dear_wendy," The film's highlight is the young cast's plausible turns, with the playful interactions among them proving particularly appealing. Their ensemble performances, however, can't even begin to approach remedying the nonsensical shortcomings."
m/dear_white_people," Simien's script is at its funniest when at its most confrontational, touching on a number of keen, pointed observations on the subtleties of racism."
m/death_and_the_maiden," The material is well served by director Roman Polanski, who knows well how to instill a subtle, claustrophobic sense of dread in an audience and has put together a rather elegant potboiler."
